title,description,content,source,author,url,published_at,image_url,search_keyword,collected_at
"Pro-Palestinian organizers end Giller Prize boycott, citing successful campaign",CanLit Responds says the group received confirmation in the form of an email from executive director Elana Rabinovitch that the Giller no longer has sponsorship ties to Scotiabank or the Azrieli Foundation.,"A Pro-Palestinian group that organized collective action against the Giller Prize more than a year ago says its boycott of the literary event is over.
CanLit Responds says the group received confirm… [+5953 chars]",CBC News,,https://www.cbc.ca/news/entertainment/giller-prize-boycott-ends-9.7160540,2026-04-11T19:20:36Z,"https://i.cbc.ca/ais/f7c66160-6132-4017-8ea5-0c83738fcea6,1775933416055/full/max/0/default.jpg?im=Crop%2Crect%3D%280%2C156%2C3000%2C1687%29%3BResize%3D620",Gaza conflict,2026-04-14T00:27:16.145292
Congress reviewing forces that are fueling campus antisemitism,"American public support for Israel plunged after Hamas jihadists killed 1,200 in 2023 ambush","Members of the Islamic terror group Hamas publicly execute their enemies on Monday, Oct. 13, 2025
According to a recent Gallup poll, Forty-one percent of Americans now say they sympathize more with … [+10588 chars]",Wnd.com,RealClearWire,https://www.wnd.com/2026/04/congress-reviewing-forces-that-are-fueling-campus-antisemitism/,2026-04-11T18:09:34Z,https://www.wnd.com/wp-content/uploads/2025/10/hamas-public-executions-20251013-jpg.jpg,Gaza conflict,2026-04-14T00:27:16.145293
US-Israeli Strikes on Iran’s Universities Signal Higher Ed No Longer Off-Limits,"Even if the ceasefire holds and the war comes to an end, Iran’s academia will bear great costs and long-term impacts.","Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
Throughout their war on Iran, the U.S. and Israel broke many norms of military engage… [+13022 chars]",Truthout,Kourosh Ziabari,https://truthout.org/articles/us-israeli-strikes-on-irans-universities-signal-higher-ed-no-longer-off-limits/,2026-04-11T14:47:29Z,https://truthout.org/app/uploads/2026/04/GettyImages-2269164034.jpg,Gaza conflict,2026-04-14T00:27:16.145295
Latvia's first 100 days on the UN Security Council: keeping Russia's war in Ukraine high on the international agenda,"Friday, 10 April 2026, marks 100 days since Latvia began its work on the UN Security Council (UNSC). As a full member of the UNSC, Latvia participates in all regular meetings, decision-making processes, and the formulation of the Council's positions, addressi…","Republic of Latvia - Ministry of Foreign Affairs
Published: 11.04.2026.
Friday, 10 April 2026, marks 100 days since Latvia began its work on the UN Security Council (UNSC). As a full member of the … [+15166 chars]",Globalsecurity.org,John Pike,https://www.globalsecurity.org/wmd/library/news/ukraine/2026/04/ukraine-260411-latvia-mfa01.htm,2026-04-11T12:00:00Z,,Gaza conflict,2026-04-14T00:27:16.145296
"Pope Leo XIV urges ceasefire, protection of civilians in war zones","On Divine Mercy Sunday, the pope prayed for Ukraine, Lebanon, and Sudan.","VATICAN CITY Pope Leo XIV on Sunday renewed appeals for peace in Ukraine, Lebanon, and Sudan, calling on the international community not to look away from the suffering caused by war and insisting th… [+3197 chars]",Ewtnnews.com,ACI Stampa,https://www.ewtnnews.com/vatican/pope-leo-xiv-urges-ceasefire-protection-of-civilians-in-war-zones,2026-04-12T10:45:59Z,https://res.cloudinary.com/ewtn/image/upload/v1767020680/images/mat5054.jpg,Sudan war,2026-04-14T00:27:16.447287
‘It Is Time For Peace!’: Pope Leo XIV Leads Impassioned Pleas For End To Armed Conflicts Across World,"'Prayer is not a refuge in which to hide from our responsibilities, nor an anesthetic to numb the pain provoked by so much injustice'","Alarmed by the escalation of armed conflicts in the Middle East, Pope Leo XIV led a Saturday prayer vigil for peace in Vatican City, urging all to “return home having made a commitment to pray withou… [+10084 chars]",The Daily Caller,Thomas Wong,https://dailycaller.com/2026/04/11/catholic-pope-leo-xiv-prayer-vigil-peace-saint-peters-basilica-iran-war/,2026-04-11T20:05:11Z,"https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2026/04/Screenshot_20260411_132214_YouTube-e1775929359419.jpg",Sudan war,2026-04-14T00:27:16.447288
A Widening Gulf,"“It would be a mistake to treat the Gulf as politically homogeneous. The war has clearly shown the weight of Saudi Arabia and the UAE, but it has not eliminated the different calculations of other Gulf states.”","The United Arab Emirates has invested a lot of money in its appearance: its skyscrapers, which include the tallest in the world; its luxury hotels; its partnerships with prestigious Western universit… [+13216 chars]",The New York Review of Books,"Adam Hanieh, Nawal Arjini",https://www.nybooks.com/online/2026/04/11/a-widening-gulf-adam-hanieh/,2026-04-11T14:30:00Z,https://www.nybooks.com/wp-content/uploads/2026/04/Hanieh_041126-900.jpg,Sudan war,2026-04-14T00:27:16.447290
Abu Dhabi’s Kill List: Inside the Israel–UAE Mercenary Death Squads from Yemen to Serbia,Freddie Ponton21st Century Wire A Gulf monarchy hired an Israeli‑Hungarian mercenary and a team of American special forces veterans to run a black‑budget assassination program against a civilian political party in Yemen. It did this while posing in Washington…,"Freddie Ponton21st Century Wire
A Gulf monarchy hired an IsraeliHungarian mercenary and a team of American special forces veterans to run a blackbudget assassination program against a civilian polit… [+22516 chars]",Activistpost.com,Editor,https://www.activistpost.com/abu-dhabis-kill-list-inside-the-israel-uae-mercenary-death-squads-from-yemen-to-serbia/,2026-04-11T02:00:00Z,https://www.activistpost.com/wp-content/uploads/2026/04/Golan.jpg,Sudan war,2026-04-14T00:27:16.447293
Winners of the 2026 World Press Photo Contest Present an Urgent Visual Record of Global Upheaval,"Winners of the 2026 World Press Photo Contest Present an Urgent Visual Record of Global Upheaval
Photojournalists bear an outstanding, if not essential, duty: to document the world with clarity, accuracy, and, perhaps above all else, humanity. That ethos sits…","Ethan Swope, “Los Angeles on Fire,” for the Associated Press. The Palisades Fire ravages a neighborhood amid high winds. The Los Angeles blazes inflicted between $28 and $53.8 billion in property dam… [+11574 chars]",My Modern Met,Eva Baron,https://mymodernmet.com/world-press-photo-contest-photojournalism-winners/,2026-04-10T20:15:45Z,https://mymodernmet.com/wp/wp-content/uploads/2026/04/world-press-photo-contest-photojournalism-winners-FB.jpg,Sudan war,2026-04-14T00:27:16.447294
My baby deer plushie told me that Mitski’s dad was a CIA operative,"Two weeks ago, I was getting ready to log off work when I got a text message. ""Oh wow, I was checking out Mitski. did you know people are saying her Dad was a CIA operative?"" Normally, that kind of out-of-the-blue text from a friend wouldn't faze me. This tim…","<ul><li></li><li></li><li></li></ul>
Fawn Friends is a befuddling mix of AI companionship, fantasy lore, and social robots. AI Burt Reynolds is also involved.
by
Victoria SongClose
Senior Reviewe… [+15592 chars]",The Verge,Victoria Song,https://www.theverge.com/ai-artificial-intelligence/910008/fawn-friends-ai-companion,2026-04-10T18:51:06Z,https://platform.theverge.com/wp-content/uploads/sites/2/2026/04/268430_AI_deer_plushie_AKrales_0012.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,Sudan war,2026-04-14T00:27:16.447295
The Emirates on the Tightrope,"On Sunday, March 22, the United Arab Emirates’ foreign minister, Abdullah bin Zayed al Nahyan, maternal brother of UAE President Mohamed bin Zayed al Nahyan, put on a brave face. The evening prior, President Donald Trump declared that if the Strait of Hormuz …","On Sunday, March 22, the United Arab Emirates’ foreign minister, Abdullah bin Zayed al Nahyan, maternal brother of UAE President Mohamed bin Zayed al Nahyan, put on a brave face. The evening prior, P… [+32782 chars]",The New York Review of Books,Colin Powers,https://www.nybooks.com/online/2026/04/10/the-emirates-on-the-tightrope/,2026-04-10T15:27:39Z,https://www.nybooks.com/wp-content/uploads/2026/04/Powers202604_6.jpeg,Sudan war,2026-04-14T00:27:16.447297
Sudan: 14 million displaced; hunger and attacks on health continue as war enters fourth year,"As Sudan approaches the third anniversary of a brutal civil war, millions remain displaced and hungry while the health system lies in ruins, with no end to the violence in sight, UN agencies said on Friday.","Speaking from Khartoum, the representative of the UN Refugee Agency, UNHCR, in the country Marie-Helene Verney told reporters that since the start of the conflict between the Sudanese Armed Forces (S… [+3124 chars]",UN News,Un News,https://news.un.org/en/story/2026/04/1167281,2026-04-10T14:51:42Z,https://global.unitednations.entermediadb.net/assets/mediadb/services/module/asset/downloads/preset/Collections/Production%20Library/06-02-2026-UNIFEED-Sudan-Abu-Al-Naja-05.jpg/image770x420cropped.jpg,Sudan war,2026-04-14T00:27:16.447298
Drone strike on wedding kills dozens in Sudan,"A drone strike on a wedding in Sudan’s North Darfur state has left at least 30 civilians dead, including women and children, according to the UN","At least 30 civilians, including women and children, were killed when a drone strike hit a wedding ceremony in a town in Sudan’s North Darfur state, the UN has said.
UN spokesman Stephane Dujarric c… [+2941 chars]",RT,RT,https://www.rt.com/africa/637961-drone-strike-wedding-kills-civilians-sudan-darfur/,2026-04-10T12:58:49Z,https://mf.b37mrtl.ru/files/2026.04/article/69d8f07385f54071f86be4b3.jpg,Sudan war,2026-04-14T00:27:16.447299
"Three years on, war-weary Sudanese remain on the move","This is a summary of what was said by UNHCR Representative in Sudan, Marie-Helene Verney - to whom quoted text may be attributed - at today's press briefing at the Palais des Nations in Geneva.","UNHCR - United Nations High Commissioner for Refugees
Briefing notes
This is a summary of what was said by UNHCR Representative in Sudan, Marie-Helene Verney - to whom quoted text may be attributed… [+4111 chars]",Globalsecurity.org,John Pike,https://www.globalsecurity.org/military/library/news/2026/04/mil-260410-unhcr01.htm,2026-04-10T12:00:00Z,,Sudan war,2026-04-14T00:27:16.447300
Sudan: 14 million displaced; hunger and attacks on health continue as war enters fourth year,"As Sudan approaches the third anniversary of a brutal civil war, millions remain displaced and hungry while the health system lies in ruins, with no end to the violence in sight, UN agencies said on Friday.","10 April 2026 - As Sudan approaches the third anniversary of a brutal civil war, millions remain displaced and hungry while the health system lies in ruins, with no end to the violence in sight, UN a… [+3481 chars]",Globalsecurity.org,John Pike,https://www.globalsecurity.org/military/library/news/2026/04/mil-260410-unnews02.htm,2026-04-10T12:00:00Z,,Sudan war,2026-04-14T00:27:16.447302
Is Israel Waging a War of Terror?,"People keep asking, “Why?” Why is Israel bombing entire civilizations into oblivion? Is it really about oil or the Greater Israel, or even money – or is it more about the infliction of ‘terror’? 
The post Is Israel Waging a War of Terror? appeared first on Gl…","People keep asking, Why? Why is Israel bombing entire civilizations into oblivion? Is it really about oil or the Greater Israel, or even money or is it more about the infliction of terror? To psychol… [+5736 chars]",Globalresearch.ca,Helena Glass,https://www.globalresearch.ca/israel-waging-war-terror/5921913,2026-04-10T11:35:53Z,https://www.globalresearch.ca/wp-content/uploads/2026/03/israel-annexation-middle-east.jpeg,Sudan war,2026-04-14T00:27:16.447303
BABBLES: Astrologers’ Predictions,"By Babbler Several Nepali and Indian astrologers have predicted that the year 2026 will not be free from war. According to them, the ongoing conflict in West Asia will prolong and, ultimately, the United States will face defeat. They have also suggested that …","By Babbler
Several Nepali and Indian astrologers have predicted that the year 2026 will not be free from war. According to them, the ongoing conflict in West Asia will prolong and, ultimately, the U… [+8375 chars]",Peoplesreview.com.np,People's Review,https://peoplesreview.com.np/2026/04/10/babbles-astrologers-predictions/,2026-04-10T09:13:26Z,https://peoplesreview.com.np/wp-content/uploads/2025/01/Babbler-1.jpg,Sudan war,2026-04-14T00:27:16.447304
Anti-Defamation League flunks Mamdani’s 100 day tenure over antisemitism: ‘Serious cause for concern’,A leading national civil rights group combating antisemitism flunked Mayor Zohran Mamdani's actions -- or lack thereof -- in fighting Jew hatred during his first 100 days in office.,"A leading national civil rights group combating antisemitism flunked Mayor Zohran Mamdani’s actions — or lack thereof — in fighting Jew hatred during his first 100 days in office.
The Anti-Defamatio… [+5883 chars]",New York Post,Carl Campanile,https://nypost.com/2026/04/12/us-news/anti-defamation-league-flunks-mamdanis-100-day-tenure-over-antisemitism/,2026-04-12T17:24:06Z,https://nypost.com/wp-content/uploads/sites/2/2026/04/crop-39064529_b916e0.jpg?quality=75&strip=all&w=1200,Israel Hamas,2026-04-14T00:27:16.732268
"Transcript: Israeli Ambassador Michael Leiter on ""Face the Nation with Margaret Brennan""","The following is the transcript of the interview with Israeli Ambassador to the U.S. Michael Leiter that aired on ""Face the Nation with Margaret Brennan"" on April 12, 2026.","The following is the transcript of the interview with Israeli Ambassador to the U.S. Michael Leiter that aired on ""Face the Nation with Margaret Brennan"" on April 12, 2026.
MARGARET BRENNAN: We are … [+12023 chars]",CBS News,,https://www.cbsnews.com/news/michael-leiter-transcript-face-the-nation-04-12-2026/,2026-04-12T17:10:00Z,https://assets3.cbsnewsstatic.com/hub/i/r/2026/04/12/26c46bc5-7c93-4e20-b23b-09e76ae2e4f6/thumbnail/1200x630g2/ea2e03b4564eb458bc4a85b09797a791/leiter1.jpg,Israel Hamas,2026-04-14T00:27:16.732270
Terrorist who abducted Hersh Goldberg-Polin eliminated,"The IDF and the ISA eliminated a terrorist cell that posed a threat to IDF troops in the central Gaza Strip: Among those eliminated, a terrorist who took part in the abduction of Hersh Goldberg-Polin, Alon Ohel, Eliya Cohen, and Or Levy from a bomb shelter in…","Yesterday (Saturday), IDF troops under the Southern Command, together with the ISA, eliminated an armed Hamas terrorist cell that approached the Yellow Line and planned to carry out an imminent terro… [+988 chars]",Israelnationalnews.com,Israel National News,https://www.israelnationalnews.com/news/425373,2026-04-12T16:36:26Z,https://2.a7.org/files/pictures/000/1214875.jpg,Israel Hamas,2026-04-14T00:27:16.732271
Trump says U.S. Navy will blockade Strait of Hormuz after ceasefire talks end without agreement,"President Donald Trump on Sunday said the U.S. Navy would swiftly begin a blockade of ships entering or leaving the Strait of Hormuz, after U.S.-Iran ceasefire talks in Pakistan ended without an agreement.","ISLAMABAD (AP) President Donald Trump on Sunday said the U.S. Navy would swiftly begin a blockade of ships entering or leaving the Strait of Hormuz, after U.S.-Iran ceasefire talks in Pakistan ended … [+7141 chars]",PBS,"Munir Ahmed, Associated Press, Josh Boak, Associated Press, Sam Metz, Associated Press, Samy Magdy, Associated Press",https://www.pbs.org/newshour/world/trump-says-u-s-navy-will-blockade-strait-of-hormuz-after-ceasefire-talks-end-without-agreement,2026-04-12T15:56:15Z,https://d3i6fh83elv35t.cloudfront.net/static/2026/03/Oil-1024x683.jpg,Israel Hamas,2026-04-14T00:27:16.732272
Doctors Without Borders again accused of antisemitism,For a long time the otherwise admirable organization Doctors Without Borders (also known as “MSF” for its French name Médecins Sans Frontières) has been accused of antisemitism.  The accusations have been credible enough to make me curb my donations to the gr…,For a long time the otherwise admirable organization Doctors Without Borders (also known as “MSF” for its French name Médecins Sans Frontières) has been accused of antisemitism.  The accusations have… [+7694 chars],Whyevolutionistrue.com,whyevolutionistrue,https://whyevolutionistrue.com/2026/04/12/doctors-without-borders-again-accused-of-antisemitism/,2026-04-12T15:15:58Z,https://whyevolutionistrue.com/wp-content/uploads/2026/04/Screen-Shot-2026-04-11-at-9.52.45-AM.png,Israel Hamas,2026-04-14T00:27:16.732274
Hamas reps meeting with Egyptian negotiators to discuss Trump’s Gaza peace plan,The talks are expected to be held in Cairo on Sunday.,"Hamas representatives were expected to hold talks with Egyptian mediators in Cairo on Sunday to discuss the implementation of US President Donald Trumps peace plan for the Gaza Strip, two Hamas offic… [+2984 chars]",JNS.org,Jewish News Syndicate,https://www.jns.org/news/israel-news/hamas-reps-to-meet-egyptian-negotiators-in-cairo,2026-04-12T14:04:46Z,https://nypost.com/wp-content/uploads/sites/2/2026/04/hamas-reps-egypt-peace-talks-trump.jpg?quality=75&strip=all&1775985483&w=1200,Israel Hamas,2026-04-14T00:27:16.732275
"Debra Messing opens up on antisemitism, October 7 and backlash over pro-Israel stance",Actress Debra Messing reflected on antisemitism she faced growing up and her public advocacy for Israel and Jewish identity after the October 7 attacks.,"Actress Debra Messing reflected Tuesday on her upbringing, experiences with antisemitism and her public advocacy following the October 7, 2023, attacks on Israel.
""I knew at a very young age that I … [+2718 chars]",Fox News,,https://www.foxnews.com/media/debra-messing-opens-antisemitism-october-7-backlash-pro-israel-stance,2026-04-12T14:00:05Z,https://static.foxnews.com/foxnews.com/content/uploads/2021/12/Debra-Messing-1.jpg,Israel Hamas,2026-04-14T00:27:16.732276
"Cancellation of Israeli charity fundraiser ‘an act of anti-Semitic censorship’, Shatter says","National Concert Hall accepted, revoked, reinstated and then cancelled booking by Irish branch of Magen David Adom, former minister says","The National Concert Hall (NCH) has reversed a decision to fulfil a booking for a private fundraising event for the Irish branch of an Israeli ambulance charity, former minister Alan Shatter has said… [+3432 chars]",The Irish Times,Cian O'Connell,https://www.irishtimes.com/ireland/2026/04/12/cancellation-of-israeli-charity-fundraiser-an-act-of-anti-semitic-censorship-shatter-says/,2026-04-12T13:06:12Z,https://www.irishtimes.com/resizer/v2/FJDOTWHGMJEIVFN7G7T2OLVPTQ.jpg?smart=true&auth=e1c95fca27213bbeb4fca15c0ce32db5c0a11a11186fb00be17b0f1e06183396&width=1200&height=630,Israel Hamas,2026-04-14T00:27:16.732277
Hamas calls for global action on repeated Israeli intrusions into Al-Aqsa Mosque,The Palestinian resistance movement Hamas has called on the international community to assume its responsibility and take effective steps to stop repeated intrusions by Israeli settlers into the Al-Aqsa Mosque.,"Iran Press TV
Sunday, 12 April 2026 6:26 PM
The Palestinian resistance movement Hamas has called on the international community to assume its responsibility and take effective steps to stop repeate… [+2922 chars]",Globalsecurity.org,John Pike,https://www.globalsecurity.org/military/library/news/2026/04/mil-260412-presstv02.htm,2026-04-12T12:00:00Z,,Israel Hamas,2026-04-14T00:27:16.732279
Statement by Prime Minister Netanyahu,"""In other words, we succeeded here in crushing the nuclear program, crushing the missile program, and we also had an additional goal: To crush the regime in Iran. To weaken it to its lowest, weakest level since the establishment of the regime 47 years ago.""","Israel Prime Minister's Office
Type: Events and SpeechesGovernment: The 37th GovernmentPublish Date: 12.04.2026
Prime Minister Netanyahu, this evening :
""Dear citizens of Israel, my brothers and s… [+10962 chars]",Globalsecurity.org,John Pike,https://www.globalsecurity.org/wmd/library/news/iran/2026/04/iran-260412-israel-pm01.htm,2026-04-12T12:00:00Z,,Israel Hamas,2026-04-14T00:27:16.732280
Hamas to meet Egyptian mediators over alleged Gaza truce violations by Israel,"Both Israel and Hamas have accused each other of breaching the US-backed truce, which has largely halted the two-year war that devastated the enclave of 2.2 million.","In January, Washington announced that the ceasefire had moved into its second phase under a peace plan brokered by President Donald Trump.
This phase envisages the disarmament of Hamas and a gradual… [+1246 chars]",CNA,,https://www.channelnewsasia.com/world/hamas-gaza-israel-truce-violation-egypt-mediation-6051696,2026-04-12T11:12:00Z,"https://dam.mediacorp.sg/image/upload/s--vSxdagzk--/c_crop,h_900,w_1600,x_0,y_163/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2023-11:afp_watermark_14112023,w_0.1/f_auto,q_auto/v1/mediacorp/cna/image/2026/04/12/000_a7hw3qp.jpg?itok=0YOIdKI4",Israel Hamas,2026-04-14T00:27:16.732282
"Hezbollah missile hits ancient Byzantine church in Nahariya, 1,400-year-old site damaged.","Hezbollah missile hits ancient Byzantine church in Nahariya, 1,400-year-old site damaged. A missile fired from Lebanon struck the remains of a 1,400-year-old Byzantine church in Nahariya, damaging the protective structure; the ancient mosaic survived intact, …","Skip to comments.
Hezbollah missile hits ancient Byzantine church in Nahariya, 1,400-year-old site damaged.Ynet ^
 | 04.10.26
 | Yair Kraus, Yogev Israeli 
Posted on 04/11/2026 11:51:12 PM PDT by… [+2440 chars]",Freerepublic.com,Ynet,https://freerepublic.com/focus/f-news/4374576/posts,2026-04-12T06:51:12Z,,Israel Hamas,2026-04-14T00:27:16.732284
Hostage survivors to participate in March of the Living,"A delegation of Holocaust and Hamas hostage survivors will join the March of the Living in Poland, following concern of cancelation due to the war.","A limited delegation of Holocaust survivors from Israel will travel to Poland for the annual March of the Living, following concerns the event might be canceled amid the war. The trip is proceeding i… [+3311 chars]",Israelnationalnews.com,Israel National News,https://www.israelnationalnews.com/news/425344,2026-04-12T05:03:40Z,https://2.a7.org/files/pictures/000/1214810.jpg,Israel Hamas,2026-04-14T00:27:16.732285
Chess: Vaishali Loses Lead in FIDE Candidates Tournament,"Indian Grandmaster R Vaishali's loss to China's Jiner Zhu has thrown the FIDE Women's Candidates Tournament wide open, while Javokhir Sindarov is closing in on victory in the open section.","Indian Grandmaster R Vaishali's defeat in the FIDE Women's Candidates Tournament has created a thrillingly close competition, with Jiner Zhu now sharing the lead as Javokhir Sindarov dominates the op… [+3068 chars]",Rediff.com,sports@rediff.co.in (Rediff Sports Desk),https://www.rediff.com/sports/report/vaishali-loses-womens-candidates-tournament-open/20260413.htm,2026-04-12T18:55:22Z,https://im.rediff.com/1200-630/sports/2025/feb/11vaishali.jpg,Russia Ukraine,2026-04-14T00:27:17.012944
Hungary Election 2026: Trump Administration Throws Full Weight Behind Orbán as Hungary Votes in Election,"BUDAPEST, Hungary — The Trump administration has openly backed Prime Minister Viktor Orbán in Hungary's fiercely contested parliamentary election, with President Donald Trump pledging U.S. economic might to support the longtime leader and Vice President JD Va…","BUDAPEST, Hungary — The Trump administration has openly backed Prime Minister Viktor Orbán in Hungary's fiercely contested parliamentary election, with President Donald Trump pledging U.S. economic m… [+7682 chars]",Ibtimes.com.au,Tony Jackson,https://www.ibtimes.com.au/hungary-election-2026-trump-administration-throws-full-weight-behind-orban-hungary-votes-election-1866291,2026-04-12T18:02:17Z,https://d.ibtimes.com.au/en/full/1893611/viktor-orban.jpg,Russia Ukraine,2026-04-14T00:27:17.012958
JD Vance's Talks With Iran Were An Epic Fail,"At a press briefing earlier today, Vice President JD Vance announced he is heading back to the US as a failure when he failed to negotiate a deal with Iran. 
VANCE: We've had a number of substantive discussions with the Iranians, that's the good news.

The b…","At a press briefing earlier today, Vice President JD Vance announced he is heading back to the US as a failure when he failed to negotiate a deal with Iran. 
VANCE: We've had a number of substantive… [+955 chars]",Crooksandliars.com,John Amato,https://crooksandliars.com/2026/04/jd-vance-epic-fail-talks-iran,2026-04-12T17:48:16Z,https://crooksandliars.com/files/embeds/2026/04/69888.jpg,Russia Ukraine,2026-04-14T00:27:17.012974
"Zelenskyy, Putin mark Easter amid truce breach allegations","Orthodox Christians have been celebrating Easter in both Ukraine and Russia, with both countries' armed forces accusing each other of breaching a ceasefire.","Ukraine and Russia both marked Orthodox Easter on Sunday by accusing each other of thousands of breaches of an agreed Easter truce.
In Kyiv, Ukrainian President Volodymyr Zelenskyy attended a servic… [+2068 chars]",DW (English),Matt Ford,https://www.dw.com/en/zelenskyy-putin-mark-easter-amid-truce-breach-allegations/a-76754232,2026-04-12T15:10:00Z,https://static.dw.com/image/76754416_6.jpg,Russia Ukraine,2026-04-14T00:27:17.012985
Ukraine tried to attack Russian space base during Starlink rival launch – Roscosmos chief,"Ukraine attempted a drone attack on Plesetsk Cosmodrome as Russia was launching Starlink rivals into space, Roscosmos chief has told Putin Read Full Article at RT.com","Ukraine attempted to strike a Russian cosmodrome the same day as a rocket carrying satellites into orbit was taking off, Russia's space agency Roscosmos has confirmed. Speaking to Russian President V… [+1877 chars]",RT,RT,https://www.rt.com/russia/638205-ukraine-tried-attack-russian-space-base/,2026-04-12T14:21:00Z,https://mf.b37mrtl.ru/files/2026.04/article/69dba4a820302765922ebd94.jpg,Russia Ukraine,2026-04-14T00:27:17.012988
Hungary Decides In A Key Election That Could Unseat Populist Prime Minister Orbán,Hungarians are voting in a crucial election that could end populist Prime Minister Viktor Orbán's 16-year rule.,"Hungary's Prime Minister Viktor Orban prepares to cast his ballot at a polling station in Budapest, Hungary, Sunday, April 12, 2026. (AP Photo/Petr David Josek)
BUDAPEST, Hungary (AP) Hungarians wer… [+6807 chars]",HuffPost,HuffPost,https://www.huffpost.com/entry/hungary-election-viktor-orban_n_69dba319e4b0ccb589ed32e8,2026-04-12T14:05:02Z,https://img.huffingtonpost.com/asset/69dba3b5180000d0d3a15ade.jpeg?cache=WjH8Zr6CCj&ops=1200_630,Russia Ukraine,2026-04-14T00:27:17.013010
PM: Finland may bolster anti-drone capabilities,"Prime Minister Petteri Orpo (NCP) sought to calm the public, while pledging that the government will consider more funding for drone defences.","The government will consider additional funding for combating drones during upcoming budget negotiations, Prime Minister Petteri Orpo (NCP) told Yle on Sunday.
According to Orpo, the public does not… [+2669 chars]",YLE News,,https://yle.fi/a/74-20220158,2026-04-12T13:51:34Z,"https://images.cdn.yle.fi/image/upload/c_crop,x_0,y_0,w_6144,h_3456/w_1200,h_628,c_fill/q_auto:eco,f_auto,fl_lossy/v1774783851/39-161948869c90d2207034",Russia Ukraine,2026-04-14T00:27:17.013013
"Trump downplays talks for ceasefire deal with Iran, claiming military victory. ‘It doesn’t matter. From the standpoint of America, we win’","“Let’s see what happens – maybe they make a deal maybe they don’t,” the president said.","The United States and Iran began face-to-face negotiations Saturday in Pakistan, days after a fragile, two-week ceasefire was announced.The war that has killed thousands of people and shaken global m… [+15724 chars]",Fortune,The Associated Press,https://fortune.com/2026/04/11/trump-iran-war-ceasefire-talks-deal-military-victory-jd-vance/,2026-04-11T23:15:50Z,"https://fortune.com/img-assets/wp-content/uploads/2026/04/GettyImages-2270387556-e1775948962104.jpg?resize=1200,600",Yemen Houthi,2026-04-14T00:27:17.312360
"Heck Of A Week, JD Vance!",The pest of Budapest!,"Yes, yes, no one wants to think about JD Vance any more than they have to. Including Donald John Trump! Seems he left Vance out of his inner loop on the Armageddon he was mulling in Iran over the wee… [+7193 chars]",Wonkette.com,Marcie Jones,https://www.wonkette.com/p/heck-of-a-week-jd-vance,2026-04-11T15:02:20Z,"https://substackcdn.com/image/fetch/$s_!d9PO!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Facd71c30-e1bb-4f2d-82de-306436972bef_824x448.jpeg",Yemen Houthi,2026-04-14T00:27:17.312368
"After ceasefire, negotiating a lasting deal with Iran would require overcoming regional rivalries and strategic incoherence",President Donald Trump’s rapid and dramatic turn from threatening to kill “an entire civilization” in Iran on the morning of April 7  to announcing a two-week ceasefire later that day left many observers with a sense of whiplash. While it is difficult to pred…,President Donald Trumps rapid and dramatic turn from threatening to kill an entire civilization in Iran on the morning of April 7 to announcing a two-week ceasefire later that day left many observers… [+7481 chars],Japan Today,,https://japantoday.com/category/features/opinions/after-ceasefire-negotiating-a-lasting-deal-with-iran-would-require-overcoming-regional-rivalries-and-strategic-incoherence,2026-04-10T20:44:24Z,,Yemen Houthi,2026-04-14T00:27:17.312369
Djibouti votes as long-time leader seeks sixth presidential term,"Politicians scrapped the presidential age limit last year, allowing Ismail Omar Guelleh to run yet again.","Voters in Djibouti are heading to the polls to choose their next president, with incumbent leader Ismail Omar Guelleh expected to easily secure a sixth term after politicians last year scrapped presi… [+2725 chars]",Al Jazeera English,Al Jazeera Staff,https://www.aljazeera.com/news/2026/4/10/djibouti-votes-as-long-time-leader-seeks-sixth-presidential-term,2026-04-10T08:32:05Z,https://www.aljazeera.com/wp-content/uploads/2026/04/AFP__20260410__A7CG6TA__v1__HighRes__DjiboutiVote-1775808231.jpg?resize=1920%2C1440,Yemen Houthi,2026-04-14T00:27:17.312371
"After ceasefire, negotiating a lasting deal with Iran would require overcoming regional rivalries and strategic incoherence","A decade of shifting regional alliances, continuous conflict and outside interventions have narrowed the path for diplomacy.","A man walks in the rubble of a damaged Sharif University of Technology in Tehran, Iran, following U.S. and Israeli airstrikes. Shadati/Xinhua via Getty Images
President Donald Trump’s rapid and dram… [+8248 chars]",The Conversation Africa,"Ioana Emy Matesan, Associate Professor of Government, Wesleyan University",https://theconversation.com/after-ceasefire-negotiating-a-lasting-deal-with-iran-would-require-overcoming-regional-rivalries-and-strategic-incoherence-280243,2026-04-09T21:19:40Z,https://images.theconversation.com/files/729029/original/file-20260409-85-w27fdc.jpg?ixlib=rb-4.1.0&rect=0%2C248%2C5184%2C2592&q=45&auto=format&w=1356&h=668&fit=crop,Yemen Houthi,2026-04-14T00:27:17.312372
