video_id,title,description,channel,published_at,tags,thumbnail_url,view_count,like_count,comment_count,search_keyword,collected_at
Lj3eTM6YpLc,The Catastrophic 'Peace Villages' of Sudan,"Welcome to WAR AND UNTOLD STORIES – your ultimate destination for #WarofWorlds, #GodofWar, and all things #History.

We reveal the hidden side of history through storytelling about World War I (#WW1), World War II (#WW2), the Cold War (#ColdWar), ancient conflicts, medieval battles, secret missions, and legendary escapes.
Our channel uncovers true war stories, forgotten battles, revolutions,  and historical mysteries that shaped the world we live in today. Every documentary combines meticulous research, cinematic narration, and engaging visuals to bring history vividly to life.
If you’re passionate about:
Military history and war strategies
Untold stories and covert operations
Epic escapes, revolutions, and historical 
👉 Then this is the right place for you.
Subscribe now and join thousands of history enthusiasts exploring the untold secrets of war.
#WarHistory #WW1 #WW2 #ColdWar #AncientWars #MedievalBattles #SecretMissions #HistoricalMysteries #LegendaryEscapes #UntoldStories",WAR AND UNTOLD STORIES,2026-04-13T20:45:01Z,War and Untold Stories|War history|Military history|WW1 history|WW2 history|Cold War|Ancient wars|Medieval battles|Secret missions|Historical mysteries|Legendary escapes|Untold stories|True war stories|Forgotten battles|Epic escapes in history|Revolutionary wars|History documentaries|Military strategies|War storytelling|Hidden history|World War history|Covert operations,https://i.ytimg.com/vi/Lj3eTM6YpLc/hqdefault.jpg,1247,5,0,Sudan war,2026-04-14T08:34:51.322764
mr-D_TQfDW8,Forgotten,"Since April 2023, Sudan has faced the world's largest humanitarian crisis: 150,000 dead, 14 million displaced, 70% of hospitals destroyed. While other conflicts dominate headlines, Sudan's war continues in silence. This song is for the forgotten—not to point fingers, but to open eyes. Knowledge is the first step toward change. #aicreator #aimusicvideo #sudan #legonews #goviral #viral",Midnight_Curiosities,2026-04-13T20:15:04Z,,https://i.ytimg.com/vi/mr-D_TQfDW8/hqdefault.jpg,196,2,1,Sudan war,2026-04-14T08:34:51.322767
_yBp1OPeh58,Abyei Peace Deal 2026: How Local Mediation Is Preventing Conflict Between Sudan and South Sudan,"In April 2026, the Ngok Dinka and Misseriya communities signed a landmark agreement to remove unauthorized weapons from one of Africa’s most disputed regions—caught between Sudan and South Sudan for over 15 years.


Facilitated by UNISFA, this deal highlights a powerful shift: local communities stepping in where national politics have stalled.


But the risks are real—armed group infiltration, military tensions, and shrinking humanitarian funding threaten to unravel progress.


In this episode, we explore:

  •  How community mediation is reducing violence in Abyei
  •  Why seasonal migration talks are key to peace
  •  The growing security threats in the region
  •  What this means for the future of conflict resolution

Can grassroots peace building succeed where formal peace processes have failed?",DC Mediation & Dispute Resolution Institute,2026-04-13T19:33:34Z,,https://i.ytimg.com/vi/_yBp1OPeh58/hqdefault.jpg,2,0,0,Sudan war,2026-04-14T08:34:51.322769
C66X1PyRlPU,"Sudan News Today – April 13, 2026 03:00 PM (New York time) | Africa News Highlights","Horn of Africa News Stream (HANS) – Sudan News Highlights – April 13, 2026 03:00 PM (New York time)This video provides a summary of major developments affecting the Horn of Africa.Headlines featured in this broadcast:@enjoyhabeshamusic #WorldNews #BreakingNews #GlobalNews #AfricaNews #HornOfAfrica #EastAfrica #Eritrea #Ethiopia #Sudan #Somalia #Djibouti #InternationalNews #NewsUpdate #NewsToday #Assab #Asmara #Addis #DailyNews #TopStories #Geopolitics #PoliticalNews #Politics- What happens in Sudan will not stay in Sudan - Financial Times (google_news)- Inside a hospital in Sudan: “If we die, we die with dignity” - Doctors Without Borders (google_news)- Sudan: Berlin conference seeks aid, access and civilian path forward - Unric (google_news)- Millions in war-ravaged Sudan surviving on one meal a day, say NGOs - Al Jazeera (google_news)- Rep. Rashida Tlaib calls for U.S. envoy to Sudan at MSU Union panel - The State News (google_news)- 'A crisis in motion': IFRC sounds alarm as Sudan's humanitarian needs escalate - IFRC (google_news)- Sudan at three years: A crisis the world cannot ignore - OCHA (google_news)- What it Takes to Eat: New Report Reveals How War is Cutting Off Access to Food as Hunger Deepens in Sudan - Action Against Hunger (google_news)- Forgiveness and fruit in conflict-ravaged South Sudan - Mission Network News (google_news)- Red Cross warns of worsening Sudan crisis as displacement shifts - Anadolu Ajansı (google_news)- Millions of people in Sudan surviving on one meal a day as food crisis deepens, NGOs say - Reuters (google_news)- UN concerned as opposition retakes a strategic town in South Sudan - Yahoo (google_news)- EU: Include support for independent media in Sudan in international response on Sudan - Free Press Unlimited (google_news)- Sudan Crisis Situation Analysis: (Period: 30/03/26 - 05/04/26) - ReliefWeb (google_news)- Today's top news: Middle East, Iran, Lebanon, Occupied Palestinian Territory, Sudan, Afghanistan, Haiti - OCHA (google_news)- Millions of Sudanese live on 1 meal a day amid growing food crisis | Daily Sabah - Daily Sabah (google_news)- UNHCR Sudan - South Sudanese Refugees in Sudan Dashboard as of 31 March 2026 - ReliefWeb (google_news)- Sudan | Joint Market Monitoring Initiative (JMMI) Market Overview, 5 - 14 February 2026 - ReliefWeb (google_news)- DTM Sudan Displacement and Return Snapshot - Update 4 (12 April 2026) - ReliefWeb (google_news)- UNHCR Sudan - Overview of Refugees and Asylum-seekers in Sudan Dashboard as of 31 March 2026 - ReliefWeb (google_news)- US-Africa Week Ahead: IMF deals with Iran war, Sudan’s SAF turns to Tucker Carlson - The Africa Report (google_news)- What it takes to eat: Conflict and Sudan's fragile food system (April 2026) - ReliefWeb (google_news)- South Sudan: Both Sides Blocking Aid, Displacing Civilians - Human Rights Watch (google_news)- UNHCR Sudan - Ethiopian Refugees in Sudan Dashboard as of 31 March 2026 - ReliefWeb (google_news)- Egypt rejects “parallel entities” in Sudan, calls for unity - Middle East Monitor (google_news)- UN concerned as opposition retakes a strategic town in South Sudan - Messenger-Inquirer (google_news)- Millions in Sudan reduced to one meal a day as hunger crisis deepens - AnewZ (google_news)- ‘In Sudan, there is nothing but death.. you just run’ - AOL.com (google_news)- Sudan hunger crisis deepens as millions survive on one meal a day - TRT World (google_news)- ‘In Sudan, there is nothing but death.. you just run’ - The Independent (google_news)- Divided Sudan, Elusive Peace - thenigerianvoice.com (google_news)- UN concerned as opposition retakes a strategic town in South Sudan - Temple Daily Telegram (google_news)- UN concerned as opposition retakes a strategic town in South Sudan - The Cumberland Times-News (google_news)- Irish public supports nearly 400,000 people impacted by Sudan conflict - Concern Worldwide (google_news)- U.S. raises concerns over transparency in South Sudan’s mining sector - Radio Tamazuj (google_news)- Civilian casualties reported in Sudan attacks as UN warns of famine - سانا (google_news)- Pope Leo XIV calls for ceasefire in Ukraine, Lebanon and Sudan, urges protection of civilians - EWTN Great Britain (google_news)- Millions of people in Sudan surviving on one meal a day as food crisis deepens, NGOs say - TradingView — Track All Markets (google_news)- South Sudan: Don't Diminish the UN Peacekeeping Mission in South Sudan - allAfrica.com (google_news)- Top Italian diplomat ‘greatly appreciated’ Pope Leo’s intervention for peace in Sudan after Trump criticism - Anadolu Ajansı (google_news)- Sudan army air strikes intensify across Darfur — at least 24 dead and dozens injured - Radio Dabanga (google_news)- Sudan Gold Exporters Urge Govt Intervention to Secure Fuel Imports - Sudan T...",TSK Production @ Horn of Africa Audio News,2026-04-13T19:11:33Z,Africa analysis|Africa news live|Africa politics|African Union news|African news today|East Africa news|East Africa update|HANS|Horn of Africa|Horn of Africa News Stream|Horn of Africa news|Horn of Africa update|Horn region conflict|Horn region politics|Red Sea issue|Sudan news|Sudan today|World news Africa|breaking news|daily news update|global news|world news today,https://i.ytimg.com/vi/C66X1PyRlPU/hqdefault.jpg,2,0,0,Sudan war,2026-04-14T08:34:51.322772
NETk8e1LimU,​السودان: مآلات الحرب وسيناريوهات المستقبل | حلقة 53,"يستضيف #صوت_النور في حلقته الـ53 الكاتب والصحفي فيصل محمد صالح — في نقاش حول واقع السودان بعد ثلاث سنوات من الحرب، بين تفاقم الكارثة الإنسانية وانهيار مؤسسات الدولة، وسط تساؤلات جدية حول أفق الحل وشروط التعافي..

تتناول الحلقة حجم الدمار الذي طال الصحة والتعليم وخطر ""الجيل الضائع""، وتحول الاقتصاد السوداني إلى اقتصاد حرب يُغذّي طبقة من تجار الصراع، فيما تتآكل سيادة الدولة في مواجهة تنامي المجموعات المسلحة وانتشار السلاح بين المدنيين..

كما تبحث في أسباب فشل المسارات التفاوضية وشروط وقف إطلاق النار الدائم، ومسؤولية الإعلاميين وصناع المحتوى في ظل خطاب كراهية يهدد النسيج الاجتماعي..

📺 شاهدوا الحلقة كاملة

#هلا_بودكاست
#منصة_هلا_الإعلامية #هلا96


كل جديد برامج القناة الرسمية لإذاعة هلا 96 FMإذاعة هلا 96 خدمة إذاعية تهدف للإرتقاء بالمجتمع من خلال تقديم خارطة برامجية بإبداع وفكر مختلف لكافة الفئات
بدأت هلا البث الفعلي يوم 15 مارس 2014 بخارطة برامجية مميزة تصحبك يومياً في رحلة مفيدة ومشوقة طوال أيام 
الأسبوع

كل جديد برامج هلا ٩٦ ومكتبه كبيره للبرامج . لا تنسو "" الأشتراك "" وتفعل "" الجرس "" 🔔  ليصلك الجديد 
© Hala 96 FM  YOUTUBE CHANNEL ©
الموقع الإلكتروني 
https://hala96.com/

الحساب الرسمي علي فيسبوك لإذاعة هلا 96 
Official facebook ▶https://web.facebook.com/hala96fm/?_rdc=1&_rdr...​
Official instagram ▶https://www.instagram.com/hala96fm/?hl=en
Official soundcloud ▶https://soundcloud.com/radiohala96fm
Official linkedin ▶https://www.linkedin.com/company/hala96fm
Official tiktok ▶ tiktok.com/@radiohala96fm
Official telegram▶https://t.me/hala96fm112
Official  WhatsApp▶https://chat.whatsapp.com/BtaezbEo8tV6oyRKuDWnf8

جميع الحقوق محفوظة لإذاعة هلا96 اف ام  2026م


للإستماع لبث الإذاعة 
http://radio.garden/listen/hala-96-fm/Fo13NUMo
#بصوتك_قادر
#هلا٩٦
#صوتنا_بلدنا",Hala96Fm,2026-04-13T19:02:15Z,هلا٩٦|hala96fm|شاي وقهوة|زمن إضافي|هلا وهن|سودان جديد|المحطة الجاية|دكتور حب|رصه ومنصة|غلطان بعتذر|الخميس بالليل|أبي عبد الحليم|فاطمة التجاني|نبراس الهادي|محمدموسى|سهى محمد|سيد أحمد|حسن فاروق|حسام محي الدين|عاطف شمبات|منتقي الامين|احمد حمد|عمر محمد آدم|محمود الجيلي|١٢٣|123|نادين علاء الدين|السودان|التحول المدني الديمقراطي|مافي مليشيا بتحكم دولة|اوقفوها|الجيش السوداني|صوت النور,https://i.ytimg.com/vi/NETk8e1LimU/hqdefault.jpg,1159,22,7,Sudan war,2026-04-14T08:34:51.322776
1TrVLSb-IZs,Israeli raid in Hebron sees Palestinians assaulted.,"#isrealwar #gazaunderattack  #Palestine #palestinegaza  #palestinewar  #Gaza  #israelhamaswar #gazacrisis2025  
#gazaunderattack  #gazaundersiege #gazagenocide #gazacrisis #genocide #muradlearnersacademy 
.......................................................................................................................................................

Israeli soldiers assault Palestinians during Hebron raid.  l Murad Learners Academy

.......................................................................................................................................................

Welcome to our YouTube channel Murad Learners Academy

Muard Leaners Academy Other Useful Playlist:

Amazing Videos Playlist:
https://www.youtube.com/playlist?list=PLW1Q4CAO2GYRvFFQTK6rwYdm2mxE4-Zlt

Quizs Videos Playlist:
https://www.youtube.com/playlist?list=PLW1Q4CAO2GYSHfYp3qdGo0BQyxeUEViCa

Views Videos Playlist:
https://www.youtube.com/playlist?list=PLW1Q4CAO2GYQ7NvBQRru1wrakGQDRpLeG

Did You Know ? Videos Playlist:
https://www.youtube.com/playlist?list=PLW1Q4CAO2GYTT4EuhnntLymqskEzmwBWP

.......................................................................................................................................................",Murad Learners Academy,2026-04-13T21:00:01Z,Murads learners Academy|Israel’s blockade|Gaza|Israel|gaza|gaza under attack|israel hamas war|Palestine war|Palestine|Israeli army|Palestine Gaza|gaza crisis|gaza crisis 2025|gaza genocide|genocide|gaza under siege,https://i.ytimg.com/vi/1TrVLSb-IZs/hqdefault.jpg,8,0,0,Israel Hamas,2026-04-14T08:34:51.914984
D4RRGYldca4,South Korea Clashes With Israel Over IDF War Crimes Footage #israel #palestine #korea,,Esoteric News,2026-04-13T20:42:31Z,,https://i.ytimg.com/vi/D4RRGYldca4/hqdefault.jpg,4,0,0,Israel Hamas,2026-04-14T08:34:51.915001
vkTaedkjuGM,They call themselves peacemakers  🤔 ✊🏽🇵🇸,#israel #palestine #war,OMG its Z,2026-04-13T20:34:18Z,#israel|#israelwar|#warcrimes|#army|#palestine,https://i.ytimg.com/vi/vkTaedkjuGM/hqdefault.jpg,157,6,0,Israel Hamas,2026-04-14T08:34:51.915007
H0tU4D1g3dc,FOGUETES M90: Hamas ataca após ofensiva do Hezbollah em Israel,"Israel está sendo pressionado em duas frentes ao mesmo tempo. 

O Hamas lançou foguetes M90 enquanto o Hezbollah atingia dois alvos estratégicos israelenses, levantando o temor de uma escalada multi-frente sem precedentes. 

Nessa edição da Taí News, Laura Moretti analisa a sequência dos ataques, as implicações regionais, a postura de resposta de Israel e por que a pressão simultânea de múltiplas frentes está aprofundando a preocupação no Oriente Médio e no mundo.

🕐TIME STAMPS: 

00:00 - Ataque coordenado: Hamas e Hezbollah contra Israel
00:30 - Israel sob pressão em duas frentes
01:20 - Foguetes M90 e ataques estratégicos explicados
02:20 - Sequência dos ataques e possível coordenação
03:30 - Escalada militar e risco de guerra maior
04:40 - Capacidade de resposta de Israel
05:50 - Impacto no Oriente Médio e tensão global
07:00 - Possíveis próximos passos no conflito
08:10 - Conclusão: cenário cada vez mais perigoso

📢 Se quiser apoiar o canal:

💰 PIX:
pix.tainews@gmail.com
(Titular: Maria de Jesus - Taí News)

Isso ajuda a manter as atualizações todos os dias. 🙌
.
.
.
.
.

#Israel #Hamas #Hezbollah #FoguetesM90 #DuasFrentes #TaíNews #BreakingNews #OrienteMédio #EscaladaMilitar #LauraMoretti #Guerra2025 #Urgente #AtaqueIsrael #CriseIsrael #GuerraIsrael #TelAviv #EscaladaMultiFrente #TensõesRegionais",Taí News,2026-04-13T20:00:09Z,Israel|Hamas|Hezbollah|foguetes M90|duas frentes|escalada multi-frente|alvos estratégicos Israel|pressão simultânea|resposta Israel|implicações regionais|conflito Oriente Médio|Taí News|Laura Moretti|breaking news|urgente|guerra 2025|Oriente Médio 2025|crise Israel|tensões regionais|escalada militar|Gaza|Líbano|Tel Aviv|frente norte Israel|frente sul Israel,https://i.ytimg.com/vi/H0tU4D1g3dc/hqdefault.jpg,10333,872,52,Israel Hamas,2026-04-14T08:34:51.915014
dsgNCtF3veQ,Shishlik in Modiin #israel #food,,Yehudah “The Israeli Foodie” Jacobs,2026-04-13T19:55:42Z,,https://i.ytimg.com/vi/dsgNCtF3veQ/hqdefault.jpg,1048,7,1,Israel Hamas,2026-04-14T08:34:51.915018
txixCGsqy-0,"Israel terá controle total de cidade do sul do Líbano em alguns dias, diz autoridade| InfoMoney News","O controle operacional ‌total da cidade de Bint Jbeil, ‌no sul do Líbano, será alcançado dentro de alguns dias, ⁠com ‌os ⁠militantes do Hezbollah apoiados pelo Irã limitados em sua capacidade de ​atacar o norte de Israel ​a partir do local, disse uma autoridade militar israelense ‌nesta segunda-feira.

‘Apenas ​um pequeno número de terroristas permanece ⁠na ​área ​de Bint Jbeil’, afirmou a ⁠autoridade, ​acrescentando que os militares ‘eliminaram os ​terroristas quando eles estavam saindo ​do ⁠hospital em Bint Jbeil, ⁠além de terem localizado vários lançadores e armas.’

Outras informações: https://www.infomoney.com.br/mundo/israel-tera-controle-total-de-cidade-do-sul-do-libano-em-alguns-dias-diz-autoridade/

#israel #líbano #mundo #guerra 
=======
Planner Financeiro 2026 do InfoMoney.
Clique aqui para baixar e imprimir
https://lps.infomoney.com.br/planner-infomoney-inscricao/?utm_source=youtube&utm_medium=canal-infomoney&utm_campaign=pla&utm_term=hiperlink&utm_content=descricao

-------------
Acompanhe o InfoMoney também no site e nas redes sociais.
 
Site: https://www.infomoney.com.br/
📱WhatsApp: https://whatsapp.com/channel/0029VaHC3PWJpe8XVqUquy1f
📷Instagram: https://www.instagram.com/infomoney/
🎥 TikTok: https://tiktok.com/infomoney
X: https://x.com/infomoney
🔵 Facebook: https://www.facebook.com/InfoMoney
🗎 Newsletter: https://www.infomoney.com.br/newsletters/
🖋️ LinkedIn: https://www.linkedin.com/company/infomoney/
 
InfoMoney, há 25 anos levando informações que valem dinheiro.",InfoMoney,2026-04-13T18:59:38Z,Israel|Líbano|Bint Jbeil|Sul do Líbano|Hezbollah|IDF|Zona de Segurança|Rio Litani|Geopolítica|Abril 2026|Oriente Médio|Conflito|Defesa|Guerra 2026|Ofensiva Terrestre|Benjamin Netanyahu|Israel Katz|Beirute|Tiro|Sidon|ONU|Cessar-fogo|InfoMoney Mundo|Notícias de Hoje|Breaking News,https://i.ytimg.com/vi/txixCGsqy-0/hqdefault.jpg,2929,150,2,Israel Hamas,2026-04-14T08:34:51.915023
gRCVeB21Tlo,"""Palestinian on israel 😳 this got INTENSE"" #charliekirk",,DebateMomentsDaily ,2026-04-13T17:33:04Z,,https://i.ytimg.com/vi/gRCVeB21Tlo/hqdefault.jpg,1189,18,1,Israel Hamas,2026-04-14T08:34:51.915027
O-GfXUhYC84,"Hezbollah Strikes Israel, Hamas Fires M90 Rockets In Dangerous New Escalation","Hezbollah Strikes Israel, Hamas Fires M90 Rockets In Dangerous New Escalation

Hezbollah’s latest hit on key Israeli targets is followed by Hamas launching M90 rockets, opening fresh two-front pressure on Israel. This video breaks down how the northern and Gaza fronts are suddenly active together, why this escalation matters, and what it could mean for Israel’s defenses, regional stability, and the wider conflict.

#GlobalLens #Israel #Hezbollah #Hamas #M90Rockets #MiddleEast #Gaza #Lebanon #IsraelHezbollah",Global Lens,2026-04-13T16:27:17Z,Global Lens|Israel|Hezbollah|Hamas|M90 rockets|Hezbollah Israel escalation|Hamas rocket fire|Israel Gaza conflict|Israel Lebanon tensions|Middle East escalation|Netanyahu|Hezbollah targets Israel|Hamas M90 rockets,https://i.ytimg.com/vi/O-GfXUhYC84/hqdefault.jpg,8905,160,30,Israel Hamas,2026-04-14T08:34:51.915031
nlnaOqddVxM,Hamas Fires M90 Rockets After Hezbollah Hits Key Israeli Targets,"Hamas Fires M90 Rockets After Hezbollah Hits Key Israeli Targets

Hezbollah’s latest hit on key Israeli targets is followed by Hamas launching M90 rockets, opening fresh two-front pressure on Israel. This video breaks down how the northern and Gaza fronts are suddenly active together, why this escalation matters, and what it could mean for Israel’s defenses, regional stability, and the wider conflict.

#GlobalLens #Israel #Hezbollah #Hamas #M90Rockets #MiddleEast #Gaza #Lebanon #IsraelHezbollah",Global Lens,2026-04-13T16:23:22Z,Global Lens|Israel|Hezbollah|Hamas|M90 rockets|Hezbollah Israel escalation|Hamas rocket fire|Israel Gaza conflict|Israel Lebanon tensions|Middle East escalation|Netanyahu|Hezbollah targets Israel|Hamas M90 rockets,https://i.ytimg.com/vi/nlnaOqddVxM/hqdefault.jpg,5447,276,12,Israel Hamas,2026-04-14T08:34:51.915035
UBcJ3XtP0ME,Israel Faces New Two-Front Pressure as Hezbollah Strikes and Hamas Fires M90 Projectiles,"Hamas Fires M90 as Hezbollah Hits Israel, Raising Fears of a Wider Multi-Front Escalation

Fresh tensions rise as Hamas launches M90 projectiles after Hezbollah increases pressure on Israel, opening fears of a wider multi-front crisis. This video explains how the latest exchanges from Gaza and Lebanon are stretching Israeli defenses, raising regional uncertainty, and signaling a dangerous new phase in an already volatile Middle East situation.

#CrossWorldNews #Israel #Hamas #Hezbollah #MiddleEastTensions #BreakingNews",Cross World News,2026-04-13T15:39:07Z,CrossWorldNews|Hamas M90 Projectiles|Hezbollah Israel escalation|Hamas Hezbollah attack|Israel latest news|M90 Projectile attack|Israel under pressure|Gaza Israel conflict|Lebanon Israel tensions|Middle East breaking news|Hezbollah hits Israeli targets,https://i.ytimg.com/vi/UBcJ3XtP0ME/hqdefault.jpg,269,13,1,Israel Hamas,2026-04-14T08:34:51.915039
8BuI19Gj-_s,Russia is Losing the War in Ukraine.,"What Russia Should Have Taught Trump
Putin’s catastrophic losses in Ukraine are a warning about what ground troops in Iran could mean for America.

Russia has now lost more than 900,000 troops killed or wounded in Ukraine. That is a staggering number. To put it in perspective, that is more than the United States lost in the entirety of World War One.
And Russia was fighting in a country right on its border with established supply lines and familiar terrain.
Iran is none of those things.
Iran has 88 million people, a landmass three times the size of Ukraine, and mountain terrain that has historically made ground invasion a nightmare for any foreign power.
If the Trump administration is seriously considering a ground operation in Iran, the Russian experience in Ukraine should be required reading. Because Putin thought his war would last weeks. It has now lasted more than four years and cost Russia a generation of young men.
The math does not change just because the flag does.

Find me on all platforms at quietcanines. Links in bio.​​​​​​​​​​​​​​​​

#russia #ukraine #iranwar",Michael Delaney,2026-04-14T01:29:19Z,,https://i.ytimg.com/vi/8BuI19Gj-_s/hqdefault.jpg,530,15,0,Russia Ukraine,2026-04-14T08:34:52.533523
1vuZkLdFmSs,Why Russia Announced a 32-Hour Ceasefire in Ukraine,"At first glance, it looks like a humanitarian move — a pause to reduce casualties and give civilians temporary relief.

#Russia #Ukraine #UkraineWar #Ceasefire #Geopolitics",Uniworld ,2026-04-14T00:50:00Z,shorts|Russia|Ukraine|ceasefire,https://i.ytimg.com/vi/1vuZkLdFmSs/hqdefault.jpg,3270,107,2,Russia Ukraine,2026-04-14T08:34:52.533537
ZI4TLnZsMcA,Интернет исчезает на ваших глазах и никто не говорит #тревога #цензура #факты,"@TacticalAggressor  
На пиво https://buymeacoffee.com/dcctrain
Канал про модели железных дорог DCCTRAIN Plus  https://www.youtube.com/@DCCTRAINPlus
Магазин DCCTRAIN https://dcctrain.com/
#беларусь  
#russia 
#ukraine
Привет, ребят и девчат! В этом видео мы обсуждаем важность свободного ""web"" и почему ""open"" доступ к информации является фундаментальным ""human rights"". Мы говорим о праве каждого человека получать и делиться информацией, что является основой для развития общества. Это не просто желание, а необходимость для современного мира.",AK Crazy Russian,2026-04-13T23:48:52Z,usa|crazy|Russian|cincinnati|сша|америка|канада|американцы|жизнь|америке|правда|жизнь в сша|работа в сша|иммиграция в сша|diy|web|open|human rights|united nations|telegram|правда об америке|переезд в сша,https://i.ytimg.com/vi/ZI4TLnZsMcA/hqdefault.jpg,1027,37,3,Russia Ukraine,2026-04-14T08:34:52.533542
msuGWQ95_fc,Ukraine is pushing Russia into a trap! The “death zone” for Putin’s army is expanding,"Ukrainian drones continue to reshape the course of the war — dozens of Russian air defense systems have been destroyed right on the front line. In this episode, we break down the new Ukrainian “kill zones” in Donbas, where the enemy is suffering heavy losses and losing control of the situation.

Watch the latest combat map and find out about the key changes at the front.

This video is partially translated using AI-based program.

🔴 Be sure to subscribe to UATV English!
🔵 Facebook: https://www.facebook.com/UATVEN
🔵 X: https://x.com/UATV_en
🔵 WhatsApp: https://whatsapp.com/channel/0029Vau7DqJ2ZjCqG62sek1B
🔵 Website: https://uatv.ua/en/

#UATV #UATV_English #UkraineNews #UATV_News #News #Ukraine #UkrainianNews #EventsInUkraine #LatestNews #TopNewsUkraine #Ukraine #war #AFU #drones #airdefense #Donbas #front #Russia #militaryanalysis #mapofwar #victory #news",UATV English,2026-04-13T21:59:29Z,News|Ukraine|UATV|Ukraine war news|AFU drones|destruction of Russian air defense|drones on the front|Donbas combat operations|Ukraine war map|Russian failures|Ukrainian army|modern warfare|military analysis|Dmytro Snihiriov|AFU tactics|Ukraine defense|front news|адаптований,https://i.ytimg.com/vi/msuGWQ95_fc/hqdefault.jpg,2987,242,18,Russia Ukraine,2026-04-14T08:34:52.533548
u4sF7AsntWI,روسيا: أوكرانيا اخترقت الهدنة أكثر من 6 آلاف مرة,"روسيا: أوكرانيا اخترقت الهدنة أكثر من 6 آلاف مرة.. التفاصيل مع مراسلة الجزيرة رانيا دريري
#الجزيرة 
#الأخبار
#روسيا
#أوكرانيا
#خرق_الهدنة
#الحرب_الروسية_الأوكرانية
#موسكو
=====================
تابعونا على منصات الجزيرة الرقمية
=====================
▶Facebook▶https://facebook.com/aljazeerachannel
▶Instagram▶ https://instagram.com/aljazeera
▶Twitter▶ https://twitter.com/AJArabic
▶Twitter▶ https://twitter.com/AJABreaking
▶ https://www.aljazeera.net
▶ https://www.aljazeera.com
Live▶ https://www.youtube.com/c/aljazeera/live
AlJazeera mobile applications▶ https://aje.io/AJAMobile
البث الحي / البث المباشر الأعلى مشاهدة
قناة الجزيرة
#الجزيرة
#aljazeera
#عاجل
=============
غرفة الأخبار الرقمية
شبكة الجزيرة الإعلامية
جميع الحقوق محفوظة © 2026
Al Jazeera Digital Newsroom
Al Jazeera Media Network - Doha, Qatar
=============",AlJazeera Arabic  قناة الجزيرة,2026-04-13T21:37:38Z,al jazeera|aljazira|أحداث|أخبار|اخبار|الأحداث|الأخبار|البث الحي|البث المباشر|برامج|تقرير|حصري|سياسة|سياسه|شاهد|عاجل|غرفة الأخبار الرقمية|مباشر|نشرة|روسيا|أوكرانيا|خرق الهدنة|الحرب الروسية الأوكرانية|تصريحات روسية|رانيا دريري|الجزيرة|موسكو|كييف|اتفاق وقف إطلاق النار|تطورات ميدانية|أخبار أوكرانيا اليوم|الكرملين|الجيش الروسي|الجيش الأوكراني|تصعيد عسكري|أخبار العالم|تقرير الجزيرة|الميدان|خروقات أمنية|السياسة الدولية|أوروبا الشرقية|نزاع مسلح,https://i.ytimg.com/vi/u4sF7AsntWI/hqdefault.jpg,16429,215,6,Russia Ukraine,2026-04-14T08:34:52.533554
